Timestamp,Temperature,Humidity,Pressure,Gas
2023-07-11 11:48:19,28.22,73.721,913.18,836795.74926965642023-07-11 11:48:19,28.22,73.714,913.17,835803.6979781245
2023-07-11 11:48:20,28.22,73.728,913.17,836299.4294212483
2023-07-11 11:48:22,28.21,73.701,913.13,837292.6585715769
2023-07-11 11:48:23,28.21,73.644,913.13,836795.7492696564
2023-07-11 11:48:24,28.2,73.576,913.14,837790.158377729
2023-07-11 11:48:25,28.2,73.472,913.14,838288.2497413309
2023-07-11 11:48:26,28.2,73.416,913.13,836299.4294212483
2023-07-11 11:48:27,28.2,73.318,913.13,837292.6585715769
2023-07-11 11:48:28,28.2,73.214,913.13,838288.2497413309
2023-07-11 11:48:29,28.2,73.097,913.13,839286.211366294
2023-07-11 11:48:30,28.2,72.993,913.13,838288.2497413309
2023-07-11 11:48:31,28.2,72.903,913.13,838786.9337181066
2023-07-11 11:48:32,28.2,72.799,913.13,838288.2497413309
2023-07-11 11:48:33,28.2,72.715,913.13,838786.9337181066
2023-07-11 11:48:34,28.21,72.625,913.14,837292.6585715769
2023-07-11 11:48:35,28.21,72.575,913.12,839786.083746652
2023-07-11 11:48:36,28.21,72.521,913.11,838288.2497413309
2023-07-11 11:48:37,28.21,72.465,913.16,837790.158377729
2023-07-11 11:48:38,28.22,72.402,913.16,838786.9337181066
2023-07-11 11:48:39,28.22,72.334,913.16,839786.083746652
2023-07-11 11:48:40,28.23,72.304,913.14,838786.9337181066
2023-07-11 11:48:41,28.24,72.22,913.15,837292.6585715769
2023-07-11 11:48:42,28.25,72.342,913.14,836299.4294212483
2023-07-11 11:48:43,28.28,72.465,913.11,833826.6353806984
2023-07-11 11:48:45,28.36,72.979,913.08,823117.8348522792
2023-07-11 11:48:46,28.59,74.387,913.12,813149.285638834
2023-07-11 11:48:47,28.88,76.448,913.1,798414.9925527085
2023-07-11 11:48:48,29.05,78.695,913.11,796610.6659847568
2023-07-11 11:48:49,29.13,80.554,913.13,798867.3520463955
2023-07-11 11:48:50,29.1,81.746,913.14,802048.2781336532
2023-07-11 11:48:51,29.1,82.427,913.16,799320.2244193361
2023-07-11 11:48:52,29.1,82.852,913.15,802048.2781336532
2023-07-11 11:48:53,29.05,82.878,913.16,805714.782326203
2023-07-11 11:48:54,29.03,82.639,913.17,802961.7722020729
2023-07-11 11:48:55,29.02,82.389,913.16,803419.3000004573
2023-07-11 11:48:56,29.12,82.329,913.17,790359.2408084312
2023-07-11 11:48:57,29.2,82.778,913.15,796610.6659847568
2023-07-11 11:48:58,29.25,83.216,913.18,792580.5976222774
2023-07-11 11:48:59,29.29,83.65,913.17,793472.6405161816
2023-07-11 11:49:00,29.33,84.118,913.16,787709.9935873701
2023-07-11 11:49:01,29.42,84.798,913.17,781596.9486335018
2023-07-11 11:49:02,29.57,85.661,913.18,779867.7529214969
2023-07-11 11:49:03,29.65,86.294,913.21,782030.4463938251
2023-07-11 11:49:04,29.74,86.949,913.19,781596.9486335018
2023-07-11 11:49:05,29.77,87.403,913.19,797060.9826493851
2023-07-11 11:49:06,29.74,87.559,913.21,786830.8535125912
2023-07-11 11:49:07,29.87,88.068,913.2,778146.1916277751
2023-07-11 11:49:09,30.03,88.462,913.22,797511.8087220137
2023-07-11 11:49:10,30.1,88.713,913.25,778575.868990967
2023-07-11 11:49:11,30.48,89.451,913.25,766721.5401744839
2023-07-11 11:49:12,30.82,90.0,913.25,760108.3127649898
2023-07-11 11:49:13,31.17,90.522,913.25,756494.2809762361
2023-07-11 11:49:14,31.37,90.759,913.26,762574.8606026659
2023-07-11 11:49:15,31.52,90.981,913.26,770492.299451339
2023-07-11 11:49:16,31.39,90.848,913.25,808950.5827134848
2023-07-11 11:49:17,31.12,90.66,913.29,835803.6979781245
2023-07-11 11:49:18,30.81,90.573,913.28,848886.7103481985
2023-07-11 11:49:19,30.53,90.492,913.3,850422.6926629869
2023-07-11 11:49:20,30.32,90.483,913.3,854028.3592036756
2023-07-11 11:49:21,30.15,90.489,913.29,857664.7309344537
2023-07-11 11:49:22,29.98,90.426,913.28,857664.7309344537
2023-07-11 11:49:23,29.84,90.394,913.27,861332.2017520856
2023-07-11 11:49:24,29.74,90.393,913.27,859756.5949512685
2023-07-11 11:49:25,29.65,90.36,913.27,861858.6881321707
2023-07-11 11:49:26,29.56,90.316,913.27,865031.1723196612
2023-07-11 11:49:27,29.46,90.196,913.27,867159.1690934742
2023-07-11 11:49:28,29.37,90.077,913.26,866626.1889549624
2023-07-11 11:49:29,29.29,89.911,913.26,866093.8635832177
2023-07-11 11:49:31,29.2,89.762,913.24,889029.501647805
2023-07-11 11:49:32,29.15,89.557,913.27,886792.9506573362
2023-07-11 11:49:33,29.11,89.361,913.28,880700.0604992032
2023-07-11 11:49:34,29.06,89.083,913.25,874690.3239304104
2023-07-11 11:49:35,29.01,88.714,913.27,868762.0502125109
2023-07-11 11:49:36,28.96,88.276,913.26,860281.1563368449
2023-07-11 11:49:37,28.92,87.782,913.23,848375.9484794047
2023-07-11 11:49:38,28.88,87.226,913.23,836299.4294212483
2023-07-11 11:49:39,28.85,86.603,913.26,830878.5169939843
2023-07-11 11:49:40,28.82,85.922,913.24,819767.9386626299
2023-07-11 11:49:41,28.79,85.202,913.25,812680.6119789253
2023-07-11 11:49:42,28.77,84.458,913.23,808486.7351808765
2023-07-11 11:49:43,28.76,83.746,913.22,807560.6340934628
2023-07-11 11:49:44,28.74,83.052,913.22,805254.6370969804
2023-07-11 11:49:45,28.72,82.411,913.22,805254.6370969804
2023-07-11 11:49:46,28.71,81.806,913.24,804335.9215794499
2023-07-11 11:49:47,28.69,81.245,913.23,803419.3000004573
2023-07-11 11:49:48,28.68,80.775,913.22,803877.3494953143
2023-07-11 11:49:49,28.66,80.302,913.22,807098.3787138404
2023-07-11 11:49:50,28.65,79.881,913.19,808486.7351808765
2023-07-11 11:49:51,28.63,79.565,913.21,806636.6522305426
2023-07-11 11:49:52,28.61,79.225,913.2,809414.9627920642
2023-07-11 11:49:54,28.6,78.933,913.2,808486.7351808765
2023-07-11 11:49:55,28.58,78.636,913.19,811277.8269508779
2023-07-11 11:49:56,28.57,78.349,913.18,810811.3074907353
2023-07-11 11:49:57,28.56,78.028,913.2,811744.8835664245
2023-07-11 11:49:58,28.55,77.731,913.18,811277.8269508779
2023-07-11 11:49:59,28.54,77.427,913.19,813149.285638834
2023-07-11 11:50:00,28.53,77.131,913.19,812212.4782656389
2023-07-11 11:50:01,28.52,76.865,913.17,812212.4782656389
2023-07-11 11:50:02,28.52,76.624,913.18,814088.2565394881
2023-07-11 11:50:03,28.51,76.374,913.18,812680.6119789253
2023-07-11 11:50:04,28.51,76.143,913.14,815029.3984711645
2023-07-11 11:50:05,28.5,75.909,913.14,815972.7189721658
2023-07-11 11:50:06,28.5,75.692,913.13,816445.1985514311
2023-07-11 11:50:07,28.5,75.496,913.13,817391.8011172229
2023-07-11 11:50:08,28.5,75.293,913.13,818340.6012514014
2023-07-11 11:50:09,28.5,75.097,913.12,816918.2256157341
2023-07-11 11:50:10,28.5,74.894,913.12,815972.7189721658
2023-07-11 11:50:11,28.5,74.689,913.11,816918.2256157341
2023-07-11 11:50:12,28.5,74.473,913.11,818340.6012514014
2023-07-11 11:50:13,28.5,74.271,913.1,818815.8277994584
2023-07-11 11:50:14,28.5,74.076,913.1,818340.6012514014
2023-07-11 11:50:15,28.51,73.921,913.09,819291.6066154486
2023-07-11 11:50:16,28.51,73.763,913.15,818815.8277994584
